filename,Score,nwords,b_concreteness,mcd,usf,v_nsubj_deltap_govcue,v_nsubj_deltap_depcue,v_nsubj_deltap_strgst,v_nsubj_MI,v_nsubj_T,v_dobj_deltap_govcue,v_dobj_deltap_depcue,v_dobj_deltap_strgst,v_dobj_MI,v_dobj_T,v_advmod_deltap_govcue,v_advmod_deltap_depcue,v_advmod_deltap_strgst,v_advmod_MI,v_advmod_T,n_amod_deltap_govcue,n_amod_deltap_depcue,n_amod_deltap_strgst,n_amod_MI,n_amod_T,amod_freq_log,advmod_freq_log,adv_manner_freq_log,mverb_freq_log,lex_mverb_freq_log,noun_freq_log,cw_lemma_freq_log,n_nnmod_deltap_govcue,n_nnmod_deltap_depcue,n_nnmod_deltap_strongest,n_nnmod_MI,n_nnmod_T,lemm_bg_deltap_w1cue,lemm_bg_deltap_w2cue,lemm_bg_deltap_strgst,lemm_bg_MI,lemm_bg_T,raw_bg_deltap_w1cue,raw_bg_deltap_w2cue,raw_bg_deltap_strgst,raw_bg_MI,raw_bg_T
Form2-20073315-Item2.txt,4.5,319,2.975,0.951368852,27.11818182,0.021069155,0.077305813,0.08398135,0.847781941,47.96343829,0.005963474,0.006317085,0.007775941,1.433543901,6.152712676,0.018838495,0.013063431,0.03483376,0.62898036,14.29162672,0.015118595,0.06749846,0.074971224,2.136998933,8.629656497,8.856594424,9.431912237,8.679598955,10.6789931,9.188562566,9.83844737,9.666767605,0,0,0,0,0,0.051043206,1.286594025,0.093202223,1.286594025,67.3947529,0.053628378,1.529555342,0.101739319,1.529555342,69.87598705
Form2-20073253-Item2.txt,4,350,2.822587413,0.898489051,36.49635036,0.039754718,0.092707697,0.115149554,0.134962648,82.32632724,0.009220757,0.067388876,0.069073611,1.536577983,5.915316343,0.01323897,0.037429528,0.037429528,0.806318317,20.47394682,0.018101467,0.00654749,0.019554955,1.419661407,6.977266979,9.455370235,9.197663206,8.416243267,11.16914227,10.38201168,10.02698656,10.31275239,0.004667676,0.003605808,0.005264389,0.39579736,0.232905431,0.065861131,1.397019061,0.105974897,1.397019061,74.69256526,0.063240394,1.664399929,0.123929784,1.664399929,72.74522022
Form1-20073258-Item2.txt,3,315,2.708389831,0.530974576,45.18018018,0.028451715,0.033450684,0.058412871,0.593497481,29.42684651,0.043658529,0.08028607,0.099982779,2.002244224,33.92103403,0.020014178,0.018645098,0.029428323,0.692334666,14.29511737,0.043793965,0.019194146,0.048672594,1.757132352,22.07138788,10.03368005,10.36023618,9.445427508,11.72039421,11.11322704,10.62972501,10.82982114,0.007781898,0.010995217,0.010995217,0.797557258,7.332145792,0.052072945,1.250137667,0.079582313,1.250137667,64.01154837,0.055211072,1.464087847,0.093217081,1.464087847,61.67547011
Form1-20073291-Item2.txt,2.5,269,2.684016393,0.707570248,36.07758621,0.059454667,0.04386955,0.087653019,0.611196998,61.85105794,0.027278304,0.032689206,0.048071917,1.562168672,19.67096248,0.026391939,0.035573409,0.057281429,0.438100742,17.48029899,0.055017059,0.025225325,0.058452465,1.529022203,29.27681587,9.66178914,10.27038738,8.957417152,11.14139116,10.63469233,10.83061518,10.83293849,0,0,0,0,0,0.058913043,1.67074443,0.095503277,1.67074443,91.00193314,0.055774235,1.978084671,0.109936151,1.978084671,80.87953395
Form1-20073128-Item2.txt,3,255,2.61893617,0.589130435,50.50549451,0.060911433,0.090386717,0.133397953,0.619269082,77.25985206,0.03301077,0.063392227,0.086727032,1.604393737,22.32812745,0.037393886,0.095582331,0.10382847,1.166045625,39.35041545,0.045053462,0.010373518,0.045859928,1.476280958,21.60129878,10.9444714,10.84279024,9.577895907,11.66382224,10.72551716,10.81658578,10.92468864,0,0,0,0,0,0.057664697,1.690331119,0.092872185,1.690331119,94.31387494,0.050578597,1.932218351,0.094710904,1.932218351,79.87383652
Form2-20073229-Item2.txt,4.5,311,2.734772727,0.970507576,27.32786885,0.023868805,0.06043078,0.085307797,0.15265599,8.883147274,0.050828095,0.032515797,0.072110108,1.044782319,7.535499285,0.065152182,0.071497209,0.13447329,1.116627572,16.42788355,0.054886604,0.039450932,0.077638272,1.939922062,20.83459543,10.16056451,9.727674729,7.920318167,11.29493097,10.59534013,9.613574396,10.01375348,0.103165737,0.038003069,0.103165737,3.95652712,17.13016801,0.051123231,1.884531912,0.115494764,1.884531912,70.99076796,0.055861072,2.127254239,0.133844066,2.127254239,71.54754989
Form2-20073159-Item2.txt,4,392,2.705479452,0.953421429,28.7480916,0.028106813,0.078621539,0.099624732,0.704952828,44.14805359,0.05927568,0.042593494,0.093143012,2.006707998,21.39602589,0.021021041,0.049375274,0.061310873,0.675124807,23.71557354,0.092276516,0.017953665,0.096505705,2.489168312,15.98707378,9.631900396,10.36899334,9.13994437,11.75051033,10.07277843,9.595096155,9.966867877,0,0,0,0,0,0.069574126,1.600245078,0.127087133,1.600245078,97.52017386,0.064051211,1.830873806,0.130487642,1.830873806,87.40433154
Form2-20073190-Item2.txt,5,372,3.076603774,0.858090323,30.24324324,0.028330697,0.119061886,0.141323864,0.591168791,56.55070293,0.024702245,0.068618927,0.072734892,1.865240091,6.408403237,0.007564967,0.010811803,0.020180164,0.259340174,1.678754687,0.017514262,0.038134506,0.045823311,2.181425124,12.35517485,9.874321744,9.763208837,9.483686941,11.69181246,10.31887788,9.895101218,10.08681356,0.025644126,0.066651412,0.071718199,2.346286599,9.829340023,0.057175774,1.557967751,0.099463032,1.557967751,66.6236355,0.056868167,1.701043735,0.102816623,1.701043735,61.22571694
Form1-20073152-Item2.txt,3.5,309,2.848861789,0.670901639,37.29752066,0.031062171,0.052677981,0.073142726,0.419329009,48.93053727,0.022157334,0.108085342,0.110871467,1.723006551,34.89746718,0.007412501,0.027281238,0.033753932,0.366717923,8.607057448,0.036999745,0.016945264,0.050563619,1.450045309,8.221534231,9.825532359,10.31521509,10.19935108,11.79831714,11.1258661,9.895887994,10.52088551,0.043378061,0.032165079,0.061930692,4.415861951,6.671856594,0.036621326,1.249240122,0.074561699,1.249240122,64.75434918,0.032467697,1.504125928,0.089219782,1.504125928,58.06298121
Form1-20073222-Item2.txt,5,450,2.814387755,0.870098958,29.61046512,0.067350317,0.047004861,0.118075956,0.343574502,43.46042608,0.005358697,0.009551659,0.01256217,0.941069252,7.137362718,0.005450979,0.017341731,0.019505009,0.491883098,6.203899552,0.03204565,0.019036308,0.036592141,2.082447439,13.77291715,8.945729594,8.708333501,9.150966318,10.79967035,9.86985975,9.632875454,9.614718933,0.15329257,0.030944986,0.154537035,4.439613936,7.615772721,0.049577463,1.363626946,0.081793482,1.363626946,67.26085976,0.059967543,1.670042006,0.104440495,1.670042006,70.39253717
Form1-20073014-Item2.txt,2.5,287,2.918440367,0.713862385,33.83333333,0.036149335,0.033044174,0.06725127,0.38324428,28.63784769,0.022284859,0.054102236,0.057832787,1.798083408,25.24167535,0.045284764,0.032419391,0.049355986,1.152169852,24.95284716,0.047795766,0.031745134,0.053044342,2.285332974,24.81415009,9.924095908,9.106220112,7.732017601,10.99934267,10.2282649,10.44779603,10.48234203,0,0,0,0,0,0.054627686,1.621303077,0.091211023,1.621303077,70.2341642,0.057248598,1.837816154,0.11071627,1.837816154,64.00946136
Form1-20073236-Item2.txt,5,373,2.91398773,0.840605096,23.77564103,0.026889028,0.107718429,0.114502444,0.376262435,77.4382525,0.004425032,0.054585883,0.056600141,1.189565705,8.035364682,0.018099355,0.018414265,0.031802036,0.653280016,15.69915953,0.025146609,0.017270317,0.031360595,1.976673333,15.07780003,9.27237641,10.46641465,8.660653139,11.80812811,10.70931454,10.02486053,10.28913865,0.165620346,0.025742684,0.17488591,3.088070154,11.82748642,0.041489857,1.24193582,0.076991608,1.24193582,61.80475471,0.042953243,1.516394533,0.087039276,1.516394533,59.03579048
Form2-20073184-Item2.txt,5,384,2.782802548,1.00245098,23.41726619,0.017686666,0.026797793,0.042870497,0.651666164,22.98796217,0.064780092,0.042219481,0.090941004,1.755497885,12.03250207,0.012018311,0.034237155,0.036055719,1.019854145,12.96352806,0.052517075,0.010526198,0.054690063,2.216135567,12.60828135,9.69966435,9.273487309,8.252217766,11.69037084,10.49904537,9.598657159,10.05581732,0.851660876,0.868276879,0.868276879,9.005760812,18.86564715,0.080453952,1.583256631,0.136254388,1.583256631,81.89302588,0.079785327,1.802156888,0.142258965,1.802156888,77.8596462
Form1-20073285-Item2.txt,3,256,2.813921569,0.943814433,31.85858586,0.017845542,0.047497345,0.066832606,0.276690395,12.7752516,0.005870864,0.052825435,0.054422009,1.78385286,12.35879356,0.003524672,0.031949478,0.033573816,0.293755324,11.03746665,0.082395194,0.039811907,0.085334051,1.192721979,29.74975727,10.78694928,10.46885769,11.06662274,11.30229435,10.23835497,9.486152556,10.12509515,0.010645528,0.00224133,0.010645528,3.028291608,2.127846199,0.052652016,1.305326127,0.086454962,1.305326127,61.4476037,0.061435876,1.693915498,0.11364917,1.693915498,60.40782547
Form2-20073071-Item2.txt,2,199,2.968351648,0.867897727,34.47252747,0.018747077,0.069766104,0.097440812,0.219795444,31.38609791,-0.000188661,-0.017403275,-0.000188661,-0.327126812,-5.79174667,0.026119846,0.057276253,0.057276253,0.808138798,42.61934973,0.084312286,0.045198204,0.103023019,1.858417262,29.67149698,10.93194882,11.17679772,11.06662274,11.81884374,10.74976427,9.773466224,10.3875984,0,0,0,0,0,0.033506727,1.484744819,0.094082167,1.484744819,78.52727123,0.03392493,1.698602239,0.114199593,1.698602239,71.03004236
Form2-20073247-Item2.txt,4,432,3.133529412,0.797177515,41.55151515,0.022464739,0.009788602,0.033787755,0.486215876,17.51802864,0.012014178,0.035998413,0.039113007,1.707870581,14.75187113,0.002280572,0.005112431,0.015500459,0.398152487,-3.73523686,0.084387051,0.010350605,0.086574454,1.455099372,20.53075245,10.799626,9.699465074,9.150647057,11.26278044,10.72516591,10.18242721,10.51485069,0.135197243,0.161642819,0.162534907,2.421139766,18.20082512,0.06876898,1.846365301,0.12265193,1.846365301,88.26724417,0.074681176,1.984214074,0.134008938,1.984214074,86.50384727
Form2-20073301-Item2.txt,4,433,2.770198675,0.881393333,27.62676056,0.030807552,0.075266138,0.100841698,0.484410452,29.42870503,0.011509471,0.018826642,0.023501653,1.344286312,8.204191955,0.018159912,0.031187027,0.037611418,0.61505838,20.59595731,0.02408244,0.021170846,0.038191756,1.486458447,18.76690017,9.303064879,11.01819639,10.42347472,11.3064504,9.901256185,9.544001857,9.942617014,0.03337988,0.021559549,0.045684564,1.657741956,5.592147919,0.048762763,1.390282627,0.081285954,1.390282627,55.19816968,0.050987916,1.521562417,0.090299542,1.521562417,51.0893367
Form1-20073217-Item2.txt,3.5,283,2.806981132,0.87776,34.21052632,0.023590324,0.030038013,0.057793807,0.20842453,-4.221528157,0.01604114,0.018334267,0.02771269,1.733227096,7.396628379,0.017273973,0.000287509,0.019322436,0.085022767,2.398608317,0.068269956,0.008808887,0.06907136,2.122729892,17.42321777,9.809372672,9.329803916,8.252540566,11.06316029,9.930896907,9.593339173,9.826953963,0.013849853,0.005193801,0.013849853,1.411018169,5.821688709,0.069494134,1.506027884,0.116199303,1.506027884,-8.332385138,0.062827499,1.652072045,0.112336029,1.652072045,-28.80696831
Form1-20073167-Item2.txt,4.5,395,2.906289308,0.814634615,30.04605263,0.021064184,0.087734664,0.106291913,0.449088098,27.75044688,0.005843733,0.028432176,0.032467628,1.163095525,6.223479416,0.013340385,0.035263366,0.044789047,0.593532384,8.047181105,0.06177251,0.018132237,0.066016962,1.365468482,20.92947219,10.43093311,10.74952838,10.52130517,11.49665286,10.46990979,10.03157483,10.45361283,0.003875025,0.004818344,0.006249262,2.049315128,2.346121056,0.041510795,1.383231691,0.079994883,1.383231691,70.08393397,0.045793931,1.657196998,0.09909494,1.657196998,65.52825832
